Boek;Hfd;Passage;Titel;Toelichting;Vraag
48;3;Galaten 3:1-14;Tact? ;Paulus komt niet heel tactvol over. Hij noemt zijn lezers dom, omdat ze denken dat het naleven van de wet hen redt. En dat terwijl hij hun heeft verteld en zijzelf hebben ervaren dat zij door het geloof in Jezus de Heilige Geest hebben ontvangen en zijn gered. Veel jonge christenen luisteren naar anderen, die zeggen dat je je aan de wet van Mozes moet houden. Het verwart de nieuwe gelovigen en verandering in denken kost tijd. Dat Paulus nu een andere weg wijst, blijkt moeilijk te begrijpen. Door vragen te stellen probeert Paulus de lezers aan het denken te zetten.;Zijn er onderwerpen in jouw leven waarbij je meer hebt aan goede vragen dan aan antwoorden?
48;3;Galaten 3:15-29;Nalatenschap ;Door het geloof in Jezus word je een kind van God. Misschien heb je dit al vaak gehoord. Maar laat dit eens (opnieuw) tot je doordingen. De heilige, machtige God van Israël is door het offer van zijn Zoon Jezus onze Vader worden! Alle gelovigen, niet-Joden en Joden, mannen en vrouwen, zijn zijn kinderen. Wij allen ontvangen het recht hierdoor kinderen van God te zijn door te geloven in wat Jezus voor ons heeft gedaan. Wat een groots geschenk!;Vind jij het fijn om God je Vader te noemen? Waarom wel of niet?
48;4;Galaten 4:1-11;Rechten van het kind ;Paulus schrijft over de verhouding tussen het geloof en de wet. Door ons geloof gaan we op God lijken, omdat zijn heilige Geest in ons woont. We doen de goede dingen niet meer omdat het moet of omdat de wet ons ertoe dwingt, maar omdat we door de heilige Geest weten wat het goede is om te doen. De wet wijst ons op de dingen die we verkeerd doen. Maar de heilige Geest maakt vrij en laat een vrucht van liefde en vrede groeien. Verderop in Galaten 5 lezen we hier meer over.;Hoe weet jij wat het goede is om te doen?
48;4;Galaten 4:12-31;Volg het goede voorbeeld ;We lezen verder in de brief van Paulus aan de Galaten. De christenen in Galatië zijn toegewijd. Dat is een mooie eigenschap, schrijft Paulus. Maar is hun inzet wel gericht op de goede dingen? Denk jij wel eens na over de vraag waaraan jij je aandacht en je tijd besteedt? Paulus zegt: zet je in voor wat waar is. Dat is dat we door het geloof in Jezus vrij zijn. Wanneer we geloven in Jezus, leven we niet langer als slaven onder het juk van de wet en regels, maar mogen we leven in vrijheid. Dan zet je je in omdat je Gods kind bent en je het goede wilt doen tot Gods eer.;Waar wil jij moeite voor doen?
48;5;Galaten 5:1-12;Scherpte ;"Misschien ken je het lied ‘No longer slaves’. Je kunt het eens beluisteren.
Er zijn allerlei dingen die ervoor kunnen zorgen dat je je toch onvrij, als een slaaf, voelt. Angsten en zorgen kunnen je verlammen. Trots of jaloezie kan ervoor zorgen dat mensen niet tot bloei komen. Ook verslavingen (het woord zegt het al) zorgen ervoor dat je niet vrij bent. 
God heeft je bevrijdt, schrijft Paulus. Door Jezus ben je gered. Hoeveel goede daden je doet of hoeveel wetten je naleeft, uiteindelijk zorgt God voor jouw redding en bevrijding. Luister dus naar zijn heilige Geest! Hij verzekert je ervan dat je geen slaaf bent, maar Gods kind (dat schrijft Paulus in Romeinen 8:16).";Voel jij je vrij? Waarom wel of niet?
48;5;Galaten 5:13-26;Vruchtbaarheid ;Ik wil vrij zijn. Maar wat is echte vrijheid? Is dat alleen maar doen wat je zelf wilt, zonder rekening te houden met een ander?  Paulus zegt dat God wil dat we vrij zijn, maar hij draait het idee van vrijheid helemaal om. Niet vrij ván iets, maar vrij tót iets. Vrij zijn, zodat je van de mensen om je heen kunt houden. Vrijheid is juist vrij zijn van al die dingen en verlangens die je uiteindelijk weghouden van de mensen om je heen: ruziemaken, liegen, te veel drinken enzovoort. Maar als je je laat leiden door de Geest, dan ervaar je de vrijheid om in liefde verbonden te zijn met de mensen om je heen.;Wanneer voel jij je vrij?
48;6;Galaten 6:1-18;Draagtijd ;Soms herken je aan het handschrift al van wie je een brief of kaart hebt ontvangen, nog voor je hebt gelezen wie de afzender is. Paulus liet zijn brieven opschrijven door een beroepsschrijver, terwijl híj dicteerde. Maar nu pakt Paulus zelf de pen op, zo belangrijk vindt hij datgene wat hij nog wil opschrijven: ‘Wij worden gered omdat onze Heer Jezus Christus voor ons aan het kruis gestorven is. Dat is het enige waarmee ik indruk wil maken’ (vers 14, BGT). Paulus wil aan het einde van zijn brief nog eens duidelijk herhalen wat hij zo belangrijk vindt: je hoeft niet aan allerlei voorwaarden te voldoen om bij God te horen.;Als jij in een paar zinnen moest opschrijven wat jij heel belangrijk vindt, wat zou je dan opschrijven?
49;1;Efeziërs 1:15-23;Hoofd en lichaam ;De schrijver bidt voor de christenen in Efeze en andere plekken, want waarschijnlijk was deze brief een rondzendbrief. In de eerste hoofdstukken (1-3) van de brief zegt hij hoe bijzonder Gods plan voor de kerk is. En je leest over zijn blijdschap: niet alleen om wat God al voor de kerk gedaan heeft, maar ook om wat Hij nog gaat doen. De kerk – het lichaam – is nu al volledig vervuld met Christus – het hoofd, zoals eens alles met Christus vervuld zal zijn, dankzij Gods liefde en goedheid.;Wat betekent het voor jou dat eens alles vervuld zal zijn met Christus? Hoe zal dat eruitzien, denk je?
49;1;Efeziërs 1:1-6;Godlof! ;"De schrijver schrijft in dit eerste hoofdstuk vier keer: ‘In Christus’. In Christus... 
1. koos God ons uit om heilig te zijn (vers 4), 
2. zijn wij door Jezus’ bloed verlost, zijn onze zonden vergeven en zijn wij onder het hoofd – Christus – gesteld (vers 7), 
3. zijn we bestemd om onze hoop op Hem te richten (vers 11), 
4. hoorden we de waarheid dat Jezus ons heeft gered en hebben we de heilige Geest ontvangen (vers 13). 
Dit alles maakt één ding heel duidelijk: we hebben alles aan Christus te danken.";God heeft er alles aan gedaan om ons te redden, want Hij houdt van ons. Voel jij je door God geliefd?
49;1;Efeziërs 1:7-14;Stempel ;Als je bij een feestje naar binnen gaat, krijg je soms een stempel op je hand. Het is een bewijs dat je hebt betaald, dat je daar aanwezig mag zijn. De schrijver zegt dat de heilige Geest als een stempel, een bewijs is van de redding door ons geloof in Christus. Deze ‘stempel’ laat zien dat we het koninkrijk van God mogen binnengaan, dat we daar horen. Het is een voorschot op wat komen gaat: de erfenis van God. En dat krijgen wij allemaal – tot eer van God zelf!;Hoe zou jij God willen bedanken voor wat Hij ons geeft?
49;2;Efeziërs 2:1-10;Opgestaan! ;Het lijkt wel een donderpreek. Maar het gaat de briefschrijver erom dat je goed begrijpt dat je niet beter bent dan een ander, zelfs niet beter dan een niet-gelovige. Iédereen doet slechte dingen. Als je als christen leert om goed te leven (vers 10), dan is dat puur en alleen door Gods goedheid. Alleen omdat ‘God zo barmhartig is, omdat de liefde die hij voor ons heeft opgevat zo groot is… [bent] u nu door zijn genade gered’ (vers 4-5). Als we ons blijven realiseren dat het door genade alleen is, kunnen we als christen bescheiden blijven.;Hoe kan deze tekst je helpen om op een goede manier te kijken naar mensen die niet in God geloven?
49;2;Efeziërs 2:11-22;Een nieuw paspoort ;Als christen krijg je een nieuw paspoort. Het maakt niet uit of je vroeger heiden was, of dat je vroeger Joods – en dus besneden – was. Door Jezus vormen Joden en niet-Joden samen een nieuwe generatie, die gekenmerkt wordt door de vrede tussen mensen. Jezus heeft die vrede gebracht, door zijn sterven aan het kruis is het weer goed tussen God en mensen. En door Jezus ontvangen alle gelovigen de heilige Geest en vormen ze samen één kerk.;Eén kerk? Er zijn zoveel verschillende kerken en soms is er ook strijd tussen christenen onderling. Wat kun jij doen om de eenheid tussen christenen zichtbaar te maken in je eigen leven of je eigen kerk?
49;3;Efeziërs 3:1-13;Onthullend nieuws ;Boven de brief aan de Efeziërs staat dat hij door Paulus is geschreven. Toch denken de meeste deskundigen dat de brief niet door Paulus, maar in de geest van Paulus is geschreven. Paulus leek wel een beetje op een klokkenluider. Eerst deed hij mee aan het vervolgen van christenen, maar later heeft hij het Licht (Jezus) gezien (Handelingen 9:1-31) en vertelde hij iedereen over Jezus. Hij werd erom gevangengenomen. Het nieuws dat Paulus brengt, is eeuwenlang verborgen gebleven, lezen we, maar nu wordt het bekendgemaakt door de heilige Geest: iedereen, Jood of niet-Jood, mag door Christus bij God horen. Dat is nog eens onthullend nieuws!;Wat is voor jou zo belangrijk dat je daar ook vervelende gevolgen voor zou willen dragen?
49;3;Efeziërs 3:14-21;Een diepe dimensie ;Je weet misschien dat God van je houdt, maar je kunt het zo makkelijk weer vergeten of het vaak niet zo ervaren of voelen. Toch wil God graag dat het vertrouwen op zijn liefde nog meer gaat groeien. Dat we samen met en door anderen een nog diepere dimensie zullen ontdekken van Gods liefde. Gods macht is zo groot dat Hij dat kan bewerkstelligen. Nog meer dan we vragen en nog meer dan we begrijpen.;Wanneer heb jij voor het laatst door iemand anders iets nieuws ontdekt over Gods liefde?
49;4;Efeziërs 4:1-16;Een geschenk uit de hemel ;De kerk heeft een belangrijke rol in de totstandkoming van Gods nieuwe wereld op aarde. Wij, de kerk, werken daaraan mee. Waarin zit de kracht van de kerk? In eenheid. Verdeeldheid maakt zwak. Als iedereen een andere kant op wil, of verschillende doelen nastreeft, dan kom je niet waar je wilt uitkomen. Daarom roept de schrijver van deze brief op tot eenheid: door bescheidenheid, geduld en onderlinge liefde. Dat is niet hetzelfde als eenheidsworst, want iedereen krijgt andere gaven (uit genade). Maar we moeten wel hetzelfde doel voor ogen houden: één zijn in Christus. Hij schenkt ons wat we nodig hebben om een belangrijk deel van zijn lichaam te zijn.;Wat kun jij bijdragen aan de groei van het lichaam van de gemeente?
49;4;Efeziërs 4:17-24;Nieuwe wegen inslaan ;Kennis heeft invloed op wat je doet. Als je bijvoorbeeld hoort dat je nieuwe shirt is gemaakt met kinderarbeid, draag je dat shirt waarschijnlijk minder graag. En dat is wat de briefschrijver ook zegt: nu je weet wie Jezus is, wil je anders gaan leven. Het betekent meestal niet dat je van de ene op de andere dag radicaal anders leeft. Zoals je waarschijnlijk ook niet je hele garderobekast in één dag vervangt. Het is een proces: je geest en denken worden voortdurend vernieuwd. En zo trek je als het ware nieuwe kleren aan, die staan voor heiligheid en eerlijkheid.;Wat weet je over Jezus, wat invloed heeft op de manier waarop je leeft?
49;4;Efeziërs 4:25–5:2;Maak Gods heilige Geest blij ;Het kan best wel een beetje beklemmend voelen, dat je het stempel draagt van de heilige Geest. We dragen liever geen labeltjes. En dat de heilige Geest in je aanwezig is en verdrietig kan worden van wat je doet, is misschien wel confronterend: God ziet alles wat je doet. Maar de heilige Geest is er juist om ons te helpen: Hij wordt de Geest van de waarheid genoemd, maar ook helper en trooster, en Hij bidt voor ons. De heilige Geest helpt je juist om goed te leven, om boosheid los te laten, om eerlijk te zijn, om lief te hebben. De heilige Geest wil je niet beklemmen, maar helpen – en daar mag je blij van worden!;Wat betekent de heilige Geest voor jou?
49;5;Efeziërs 5:21-33;Aanvaard elkaar ;De schrijver van de brief aan de Efeziërs heeft het zowel over het huwelijk tussen man en vrouw, als over de relatie tussen Christus en de kerk. De sterke liefde tussen man en vrouw is voor hem een beeld van de sterke liefde van Christus voor de kerk. En die sterke liefde van Christus kan een voorbeeld zijn voor de manier waarop mensen met elkaar omgaan. Hoe kun je elkaar liefhebben en toegewijd zijn? Door alles wat je doet voor Christus te doen. Vrouw en man kunnen elkaar dienen doordat Jezus hen heeft gediend. Wie een ander dient, dient God.;Helpt Jezus’ voorbeeld jou om dienstbaar te zijn? Hoe?
49;5;Efeziërs 5:3-20;Er moet licht komen!' ;‘Sta op en schitter, je licht is gekomen, over jou schijnt de luister van de Heer.’ Deze tekst uit Jesaja 60 zie je soms bij mensen aan de muur hangen. Het is een aanmoediging om jezelf te laten zien en te stralen, zodat mensen door jou iets van God zien. In Efeziërs worden gelovigen ‘kinderen van het licht’ genoemd. Het licht maakt alles zichtbaar, ook dingen die wij liever niet onder ogen zien. Maar het licht maakt ook dat goedheid, eerlijkheid en  waarheid groeien. Door het licht van Christus kunnen we goed leven. Hoe dan? Laat je maar vullen door de heilige Geest, en zing en jubel en dank God voor alles. Dan ga je schitteren!;Wat kun jij vandaag doen om te schitteren?
49;6;Efeziërs 6:10-17;Heilsoldaat ;Volgens de schrijver van de brief aan de Efeziërs is het niet altijd makkelijk om als christen te leven. Er zijn machten en krachten die in geestelijke zin tegen ons vechten, en die hopen dat we ons geloof loslaten. Om het vol te houden moeten we terugvechten met de wapens die God ons geeft. Dat zijn geen fysieke, tastbare wapens, maar wapens die je kunt leren hanteren door je geloof. Die wapens zijn onder andere waarheid, rechtvaardigheid, vrede, geloof, redding en het evangelie – het woord van God – en gebed.;Welke wapens van God die in dit stukje worden genoemd gebruik jij om goed te leven?
49;6;Efeziërs 6:18-24;Waakzaam met gesloten ogen en gevouwen handen ;Gebed is de motor van het geloof. Wie gelooft en bidt, zal echter niet automatisch alleen maar goede dingen in zijn of haar leven meemaken. Dat zien we ook aan het leven van de briefschrijver van Efeziërs. Juist om zijn geloof zit hij in de gevangenis (vers 19 en 20.) Wanneer de schrijver zijn lezers vrede toewenst, weet hij tegelijkertijd dat ze nog steeds moeilijkheden zullen ervaren. Maar in de moeilijkheden mag je God altijd om hulp vragen. Ook is het belangrijk om te bidden voor andere gelovigen.;Bid je weleens voor of met andere christenen? Wat doet dat met je?
49;6;Efeziërs 6:1-9;Opvoedkunde en arbeidstherapie ;Het geloof in Jezus blijft niet beperkt tot een hoogverheven christelijk dogma. Nee, het geloof heeft heel concrete uitwerkingen in het dagelijks leven. Het heeft invloed op de manier waarop je als man en vrouw met elkaar omgaat en je kinderen opvoedt. Het heeft uitwerking in de manier waarop je je werk doet en anderen benadert. Christus laat zien dat uiteindelijk iedereen (slaaf en eigenaar, man en vrouw, kind en volwassene) een mens is, levend onder het oog van de grote God die goede daden ziet en beloont.;Hoe zie je jouw geloof terug in de manier waarop je je leven leeft?
50;1;Filippenzen 1:1-11;Verlangen ;Vandaag lezen we het eerste deel van Paulus’ brief aan de christenen in Filippi. Paulus schrijft deze brief terwijl hij in de gevangenis zit. Toch ademt het hele gedeelte dankbaarheid. Vol vreugde dankt Paulus God voor de Filippenzen (vers 3, 4)! Hij prijst hen om hun geloof en hun hulp. Paulus schrijft ook dat hij ernaar verlangt om weer bij de mensen in Filippi te zijn. Op dit moment is dat onmogelijk, omdat hij gevangenzit. Maar Paulus kan wel voor de gemeente bidden. Zo voelt hij zich met hen verbonden en kan hij dankzeggen: aan de gemeente en aan God!;Paulus schrijft over positieve dingen in de gemeente. Welke positieve dingen ziet je in jouw kerk?
50;1;Filippenzen 1:1-12;Reiziger Paulus;"Saulus (beter bekend als Paulus) is een Romeins staatsburger én een joodse schriftgeleerde. Hij is ervan overtuigd dat de volgelingen van Jezus een dwaalspoor bewandelen en vervolgt hen. Hij zorgt ervoor dat zij worden opgepakt en in de gevangenis terechtkomen. Pas als Jezus zelf hem aanspreekt vanuit de hemel, komt hij tot inzicht. Hij besluit zijn leven te wijden aan het verspreiden van het goede nieuws over Jezus. Als Romeins staatsburger kon hij vrijelijk reizen door het Romeinse rijk. Hij maakte met gevaar voor eigen leven meerdere reizen om te vertellen over Jezus, vooral aan de niet-Joodse volken.
Van de meeste brieven in het Nieuwe Testament wordt gezegd dat deze door Paulus zijn geschreven. In deze brieven aan de vroege christelijke gemeenschappen wordt het evangelie over Jezus Christus steeds opnieuw uitgelegd en worden instructies gegeven voor de manier waarop je als christenen met elkaar dient om te gaan.";Zou jij op reis willen gaan om mensen te vertellen over Jezus? Waarom wel, of juist niet?
